seq1	179	0.018269231542944908
seq2	172	0.26249998807907104
seq3	172	0.20096154510974884
seq4	159	0.2776922881603241
seq4	172	0.20096154510974884
seq5	123	0.26249998807907104
seq5	172	0.29538461565971375
seq6	172	0.29538461565971375
seq16	107	0.2776922881603241
seq19	172	0.27163460850715637
seq21	172	0.27163460850715637
seq22	172	0.27163460850715637
seq24	172	0.27163460850715637
seq27	172	0.10048077255487442
seq28	172	0.20096154510974884
seq29	172	0.20096154510974884
seq32	172	0.10048077255487442
seq35	172	0.20096154510974884
seq36	16	0.20096154510974884
seq41	83	0.29230767488479614
seq50	172	0.20096154510974884
seq57	172	0.20096154510974884
seq58	16	0.20096154510974884
seq60	16	0.21009616553783417
